"incident_count","year_value","month_value","weapon_desc","total_incidents_by_year","avg_incidents_by_month"
21,2020,2,"REVOLVER ",224,18.666666666666668
26,2020,1,"REVOLVER ",224,18.666666666666668
12,2019,12,"REVOLVER ",212,17.666666666666668
10,2019,11,"REVOLVER ",212,17.666666666666668
19,2019,10,"REVOLVER ",212,17.666666666666668
23,2019,9,"REVOLVER ",212,17.666666666666668
16,2019,8,"REVOLVER ",212,17.666666666666668
21,2019,7,"REVOLVER ",212,17.666666666666668
15,2019,6,"REVOLVER ",212,17.666666666666668
25,2019,5,"REVOLVER ",212,17.666666666666668
25,2019,4,"REVOLVER ",212,17.666666666666668
15,2019,3,"REVOLVER ",212,17.666666666666668
11,2019,2,"REVOLVER ",212,17.666666666666668
20,2019,1,"REVOLVER ",212,17.666666666666668
30,2018,12,"REVOLVER ",252,21.0
19,2018,11,"REVOLVER ",252,21.0
12,2018,10,"REVOLVER ",252,21.0
24,2018,9,"REVOLVER ",252,21.0
13,2018,8,"REVOLVER ",252,21.0
11,2018,7,"REVOLVER ",252,21.0
20,2018,6,"REVOLVER ",252,21.0
22,2018,5,"REVOLVER ",252,21.0
19,2018,4,"REVOLVER ",252,21.0
23,2018,3,"REVOLVER ",252,21.0
28,2018,2,"REVOLVER ",252,21.0
31,2018,1,"REVOLVER ",252,21.0
21,2017,12,"REVOLVER ",352,29.333333333333332
34,2017,11,"REVOLVER ",352,29.333333333333332
26,2017,10,"REVOLVER ",352,29.333333333333332
18,2017,9,"REVOLVER ",352,29.333333333333332
31,2017,8,"REVOLVER ",352,29.333333333333332
24,2017,7,"REVOLVER ",352,29.333333333333332
46,2017,6,"REVOLVER ",352,29.333333333333332
26,2017,5,"REVOLVER ",352,29.333333333333332
34,2017,4,"REVOLVER ",352,29.333333333333332
31,2017,3,"REVOLVER ",352,29.333333333333332
30,2017,2,"REVOLVER ",352,29.333333333333332
31,2017,1,"REVOLVER ",352,29.333333333333332
34,2016,12,"REVOLVER ",415,34.583333333333336
36,2016,11,"REVOLVER ",415,34.583333333333336
56,2016,10,"REVOLVER ",415,34.583333333333336
27,2016,9,"REVOLVER ",415,34.583333333333336
24,2016,8,"REVOLVER ",415,34.583333333333336
22,2016,7,"REVOLVER ",415,34.583333333333336
21,2016,6,"REVOLVER ",415,34.583333333333336
37,2016,5,"REVOLVER ",415,34.583333333333336
31,2016,4,"REVOLVER ",415,34.583333333333336
34,2016,3,"REVOLVER ",415,34.583333333333336
59,2016,2,"REVOLVER ",415,34.583333333333336
34,2016,1,"REVOLVER ",415,34.583333333333336
18,2015,12,"REVOLVER ",256,21.333333333333332
17,2015,11,"REVOLVER ",256,21.333333333333332
21,2015,10,"REVOLVER ",256,21.333333333333332
17,2015,9,"REVOLVER ",256,21.333333333333332
28,2015,8,"REVOLVER ",256,21.333333333333332
28,2015,7,"REVOLVER ",256,21.333333333333332
24,2015,6,"REVOLVER ",256,21.333333333333332
20,2015,5,"REVOLVER ",256,21.333333333333332
16,2015,4,"REVOLVER ",256,21.333333333333332
18,2015,3,"REVOLVER ",256,21.333333333333332
15,2015,2,"REVOLVER ",256,21.333333333333332
34,2015,1,"REVOLVER ",256,21.333333333333332
4,2022,5,"RIFLE ",90,18.0
27,2022,4,"RIFLE ",90,18.0
33,2022,3,"RIFLE ",90,18.0
13,2022,2,"RIFLE ",90,18.0
13,2022,1,"RIFLE ",90,18.0
35,2021,12,"RIFLE ",331,27.583333333333332
23,2021,11,"RIFLE ",331,27.583333333333332
53,2021,10,"RIFLE ",331,27.583333333333332
25,2021,9,"RIFLE ",331,27.583333333333332
20,2021,8,"RIFLE ",331,27.583333333333332
31,2021,7,"RIFLE ",331,27.583333333333332
38,2021,6,"RIFLE ",331,27.583333333333332
34,2021,5,"RIFLE ",331,27.583333333333332
20,2021,4,"RIFLE ",331,27.583333333333332
24,2021,3,"RIFLE ",331,27.583333333333332
13,2021,2,"RIFLE ",331,27.583333333333332
15,2021,1,"RIFLE ",331,27.583333333333332
38,2020,12,"RIFLE ",294,24.5
23,2020,11,"RIFLE ",294,24.5
25,2020,10,"RIFLE ",294,24.5
16,2020,9,"RIFLE ",294,24.5
25,2020,8,"RIFLE ",294,24.5
30,2020,7,"RIFLE ",294,24.5
44,2020,6,"RIFLE ",294,24.5
32,2020,5,"RIFLE ",294,24.5
12,2020,4,"RIFLE ",294,24.5
22,2020,3,"RIFLE ",294,24.5
17,2020,2,"RIFLE ",294,24.5
10,2020,1,"RIFLE ",294,24.5
29,2019,12,"RIFLE ",321,26.75
17,2019,11,"RIFLE ",321,26.75
37,2019,10,"RIFLE ",321,26.75
22,2019,9,"RIFLE ",321,26.75
18,2019,8,"RIFLE ",321,26.75
10,2019,7,"RIFLE ",321,26.75
42,2019,6,"RIFLE ",321,26.75
64,2019,5,"RIFLE ",321,26.75
26,2019,4,"RIFLE ",321,26.75
28,2019,3,"RIFLE ",321,26.75
9,2019,2,"RIFLE ",321,26.75
19,2019,1,"RIFLE ",321,26.75
45,2018,12,"RIFLE ",348,29.0
25,2018,11,"RIFLE ",348,29.0
54,2018,10,"RIFLE ",348,29.0
37,2018,9,"RIFLE ",348,29.0
24,2018,8,"RIFLE ",348,29.0
26,2018,7,"RIFLE ",348,29.0
35,2018,6,"RIFLE ",348,29.0
9,2018,5,"RIFLE ",348,29.0
48,2018,4,"RIFLE ",348,29.0
22,2018,3,"RIFLE ",348,29.0
10,2018,2,"RIFLE ",348,29.0
13,2018,1,"RIFLE ",348,29.0
14,2017,12,"RIFLE ",214,17.833333333333332
16,2017,11,"RIFLE ",214,17.833333333333332
11,2017,10,"RIFLE ",214,17.833333333333332
15,2017,9,"RIFLE ",214,17.833333333333332
11,2017,8,"RIFLE ",214,17.833333333333332
31,2017,7,"RIFLE ",214,17.833333333333332
18,2017,6,"RIFLE ",214,17.833333333333332
17,2017,5,"RIFLE ",214,17.833333333333332
25,2017,4,"RIFLE ",214,17.833333333333332
10,2017,3,"RIFLE ",214,17.833333333333332
25,2017,2,"RIFLE ",214,17.833333333333332
21,2017,1,"RIFLE ",214,17.833333333333332
29,2016,12,"RIFLE ",171,14.25
6,2016,11,"RIFLE ",171,14.25
12,2016,10,"RIFLE ",171,14.25
14,2016,9,"RIFLE ",171,14.25
17,2016,8,"RIFLE ",171,14.25
17,2016,7,"RIFLE ",171,14.25
8,2016,6,"RIFLE ",171,14.25
12,2016,5,"RIFLE ",171,14.25
12,2016,4,"RIFLE ",171,14.25
17,2016,3,"RIFLE ",171,14.25
22,2016,2,"RIFLE ",171,14.25
5,2016,1,"RIFLE ",171,14.25
18,2015,12,"RIFLE ",103,8.583333333333334
5,2015,11,"RIFLE ",103,8.583333333333334
5,2015,10,"RIFLE ",103,8.583333333333334
6,2015,9,"RIFLE ",103,8.583333333333334
10,2015,8,"RIFLE ",103,8.583333333333334
12,2015,7,"RIFLE ",103,8.583333333333334
5,2015,6,"RIFLE ",103,8.583333333333334
6,2015,5,"RIFLE ",103,8.583333333333334
2,2015,4,"RIFLE ",103,8.583333333333334
16,2015,3,"RIFLE ",103,8.583333333333334
5,2015,2,"RIFLE ",103,8.583333333333334
13,2015,1,"RIFLE ",103,8.583333333333334
1,2022,1,"RIFLE AUTOMATIC",1,1.0
1,2021,9,"RIFLE AUTOMATIC",2,1.0
1,2021,3,"RIFLE AUTOMATIC",2,1.0
1,2020,1,"RIFLE AUTOMATIC",1,1.0
1,2019,4,"RIFLE AUTOMATIC",1,1.0
1,2018,7,"RIFLE AUTOMATIC",2,1.0
1,2018,4,"RIFLE AUTOMATIC",2,1.0
3,2017,12,"RIFLE AUTOMATIC",10,2.0
1,2017,9,"RIFLE AUTOMATIC",10,2.0
2,2017,8,"RIFLE AUTOMATIC",10,2.0
1,2017,7,"RIFLE AUTOMATIC",10,2.0
3,2017,6,"RIFLE AUTOMATIC",10,2.0
1,2016,6,"RIFLE AUTOMATIC",1,1.0
3,2015,11,"RIFLE AUTOMATIC",4,2.0
1,2015,5,"RIFLE AUTOMATIC",4,2.0
2,2022,5,"RIFLE SEMI-AUTOMATIC",25,5.0
8,2022,4,"RIFLE SEMI-AUTOMATIC",25,5.0
2,2022,3,"RIFLE SEMI-AUTOMATIC",25,5.0
7,2022,2,"RIFLE SEMI-AUTOMATIC",25,5.0
6,2022,1,"RIFLE SEMI-AUTOMATIC",25,5.0
2,2021,12,"RIFLE SEMI-AUTOMATIC",91,9.1
9,2021,10,"RIFLE SEMI-AUTOMATIC",91,9.1
15,2021,9,"RIFLE SEMI-AUTOMATIC",91,9.1
20,2021,8,"RIFLE SEMI-AUTOMATIC",91,9.1
5,2021,6,"RIFLE SEMI-AUTOMATIC",91,9.1
14,2021,5,"RIFLE SEMI-AUTOMATIC",91,9.1
11,2021,4,"RIFLE SEMI-AUTOMATIC",91,9.1
6,2021,3,"RIFLE SEMI-AUTOMATIC",91,9.1
3,2021,2,"RIFLE SEMI-AUTOMATIC",91,9.1
6,2021,1,"RIFLE SEMI-AUTOMATIC",91,9.1
17,2020,12,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
9,2020,11,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
2,2020,10,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
10,2020,9,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
14,2020,8,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
19,2020,7,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
19,2020,6,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
16,2020,5,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
9,2020,4,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
15,2020,3,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
4,2020,1,"RIFLE SEMI-AUTOMATIC",134,12.181818181818182
7,2019,12,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
9,2019,11,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
4,2019,10,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
15,2019,9,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
9,2019,8,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
21,2019,7,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
7,2019,6,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
11,2019,5,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
5,2019,4,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
3,2019,3,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
5,2019,2,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
1,2019,1,"RIFLE SEMI-AUTOMATIC",97,8.083333333333334
4,2018,12,"RIFLE SEMI-AUTOMATIC",111,9.25
20,2018,11,"RIFLE SEMI-AUTOMATIC",111,9.25
7,2018,10,"RIFLE SEMI-AUTOMATIC",111,9.25
6,2018,9,"RIFLE SEMI-AUTOMATIC",111,9.25
11,2018,8,"RIFLE SEMI-AUTOMATIC",111,9.25
7,2018,7,"RIFLE SEMI-AUTOMATIC",111,9.25
12,2018,6,"RIFLE SEMI-AUTOMATIC",111,9.25
12,2018,5,"RIFLE SEMI-AUTOMATIC",111,9.25
8,2018,4,"RIFLE SEMI-AUTOMATIC",111,9.25
13,2018,3,"RIFLE SEMI-AUTOMATIC",111,9.25
5,2018,2,"RIFLE SEMI-AUTOMATIC",111,9.25
6,2018,1,"RIFLE SEMI-AUTOMATIC",111,9.25
2,2017,12,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
7,2017,11,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
18,2017,10,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
1,2017,9,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
11,2017,8,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
8,2017,7,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
18,2017,6,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
9,2017,5,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
7,2017,4,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
14,2017,2,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
2,2017,1,"RIFLE SEMI-AUTOMATIC",97,8.818181818181818
3,2016,12,"RIFLE SEMI-AUTOMATIC",46,4.6
1,2016,10,"RIFLE SEMI-AUTOMATIC",46,4.6
4,2016,9,"RIFLE SEMI-AUTOMATIC",46,4.6
5,2016,8,"RIFLE SEMI-AUTOMATIC",46,4.6
17,2016,7,"RIFLE SEMI-AUTOMATIC",46,4.6
6,2016,6,"RIFLE SEMI-AUTOMATIC",46,4.6
1,2016,5,"RIFLE SEMI-AUTOMATIC",46,4.6
2,2016,3,"RIFLE SEMI-AUTOMATIC",46,4.6
5,2016,2,"RIFLE SEMI-AUTOMATIC",46,4.6
2,2016,1,"RIFLE SEMI-AUTOMATIC",46,4.6
7,2015,12,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
6,2015,11,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
5,2015,10,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
14,2015,9,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
4,2015,8,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
7,2015,7,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
2,2015,5,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
1,2015,3,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
5,2015,2,"RIFLE SEMI-AUTOMATIC",51,5.666666666666667
4,2022,5,"SHOTGUN ",31,6.2
7,2022,4,"SHOTGUN ",31,6.2
10,2022,3,"SHOTGUN ",31,6.2
5,2022,2,"SHOTGUN ",31,6.2
5,2022,1,"SHOTGUN ",31,6.2
7,2021,12,"SHOTGUN ",74,6.166666666666667
15,2021,11,"SHOTGUN ",74,6.166666666666667
5,2021,10,"SHOTGUN ",74,6.166666666666667
5,2021,9,"SHOTGUN ",74,6.166666666666667
5,2021,8,"SHOTGUN ",74,6.166666666666667
7,2021,7,"SHOTGUN ",74,6.166666666666667
3,2021,6,"SHOTGUN ",74,6.166666666666667
1,2021,5,"SHOTGUN ",74,6.166666666666667
9,2021,4,"SHOTGUN ",74,6.166666666666667
4,2021,3,"SHOTGUN ",74,6.166666666666667
7,2021,2,"SHOTGUN ",74,6.166666666666667
6,2021,1,"SHOTGUN ",74,6.166666666666667
12,2020,12,"SHOTGUN ",95,7.916666666666667
10,2020,11,"SHOTGUN ",95,7.916666666666667
8,2020,10,"SHOTGUN ",95,7.916666666666667
4,2020,9,"SHOTGUN ",95,7.916666666666667
11,2020,8,"SHOTGUN ",95,7.916666666666667
8,2020,7,"SHOTGUN ",95,7.916666666666667
7,2020,6,"SHOTGUN ",95,7.916666666666667
10,2020,5,"SHOTGUN ",95,7.916666666666667
13,2020,4,"SHOTGUN ",95,7.916666666666667
5,2020,3,"SHOTGUN ",95,7.916666666666667
3,2020,2,"SHOTGUN ",95,7.916666666666667
4,2020,1,"SHOTGUN ",95,7.916666666666667
6,2019,12,"SHOTGUN ",134,11.166666666666666
8,2019,11,"SHOTGUN ",134,11.166666666666666
6,2019,10,"SHOTGUN ",134,11.166666666666666
14,2019,9,"SHOTGUN ",134,11.166666666666666
2,2019,8,"SHOTGUN ",134,11.166666666666666
8,2019,7,"SHOTGUN ",134,11.166666666666666
13,2019,6,"SHOTGUN ",134,11.166666666666666
13,2019,5,"SHOTGUN ",134,11.166666666666666
18,2019,4,"SHOTGUN ",134,11.166666666666666
21,2019,3,"SHOTGUN ",134,11.166666666666666
17,2019,2,"SHOTGUN ",134,11.166666666666666
8,2019,1,"SHOTGUN ",134,11.166666666666666
14,2018,12,"SHOTGUN ",142,11.833333333333334
26,2018,11,"SHOTGUN ",142,11.833333333333334
14,2018,10,"SHOTGUN ",142,11.833333333333334
16,2018,9,"SHOTGUN ",142,11.833333333333334
9,2018,8,"SHOTGUN ",142,11.833333333333334
8,2018,7,"SHOTGUN ",142,11.833333333333334
9,2018,6,"SHOTGUN ",142,11.833333333333334
18,2018,5,"SHOTGUN ",142,11.833333333333334
6,2018,4,"SHOTGUN ",142,11.833333333333334
5,2018,3,"SHOTGUN ",142,11.833333333333334
14,2018,2,"SHOTGUN ",142,11.833333333333334
3,2018,1,"SHOTGUN ",142,11.833333333333334
11,2017,12,"SHOTGUN ",120,10.0
8,2017,11,"SHOTGUN ",120,10.0
3,2017,10,"SHOTGUN ",120,10.0
7,2017,9,"SHOTGUN ",120,10.0
8,2017,8,"SHOTGUN ",120,10.0
16,2017,7,"SHOTGUN ",120,10.0
6,2017,6,"SHOTGUN ",120,10.0
11,2017,5,"SHOTGUN ",120,10.0
9,2017,4,"SHOTGUN ",120,10.0
17,2017,3,"SHOTGUN ",120,10.0
13,2017,2,"SHOTGUN ",120,10.0
11,2017,1,"SHOTGUN ",120,10.0
25,2016,12,"SHOTGUN ",225,18.75
28,2016,11,"SHOTGUN ",225,18.75
10,2016,10,"SHOTGUN ",225,18.75
11,2016,9,"SHOTGUN ",225,18.75
13,2016,8,"SHOTGUN ",225,18.75
20,2016,7,"SHOTGUN ",225,18.75
19,2016,6,"SHOTGUN ",225,18.75
40,2016,5,"SHOTGUN ",225,18.75
19,2016,4,"SHOTGUN ",225,18.75
8,2016,3,"SHOTGUN ",225,18.75
13,2016,2,"SHOTGUN ",225,18.75
19,2016,1,"SHOTGUN ",225,18.75
15,2015,12,"SHOTGUN ",150,12.5
9,2015,11,"SHOTGUN ",150,12.5
18,2015,10,"SHOTGUN ",150,12.5
25,2015,9,"SHOTGUN ",150,12.5
18,2015,8,"SHOTGUN ",150,12.5
20,2015,7,"SHOTGUN ",150,12.5
5,2015,6,"SHOTGUN ",150,12.5
7,2015,5,"SHOTGUN ",150,12.5
3,2015,4,"SHOTGUN ",150,12.5
15,2015,3,"SHOTGUN ",150,12.5
1,2015,2,"SHOTGUN ",150,12.5
14,2015,1,"SHOTGUN ",150,12.5
327,2022,5,"UNKNOWN ",3923,784.6
739,2022,4,"UNKNOWN ",3923,784.6
905,2022,3,"UNKNOWN ",3923,784.6
819,2022,2,"UNKNOWN ",3923,784.6
1133,2022,1,"UNKNOWN ",3923,784.6
946,2021,12,"UNKNOWN ",8256,688.0
808,2021,11,"UNKNOWN ",8256,688.0
792,2021,10,"UNKNOWN ",8256,688.0
722,2021,9,"UNKNOWN ",8256,688.0
713,2021,8,"UNKNOWN ",8256,688.0
777,2021,7,"UNKNOWN ",8256,688.0
682,2021,6,"UNKNOWN ",8256,688.0
582,2021,5,"UNKNOWN ",8256,688.0
451,2021,4,"UNKNOWN ",8256,688.0
540,2021,3,"UNKNOWN ",8256,688.0
565,2021,2,"UNKNOWN ",8256,688.0
678,2021,1,"UNKNOWN ",8256,688.0
673,2020,12,"UNKNOWN ",7646,637.1666666666666
825,2020,11,"UNKNOWN ",7646,637.1666666666666
686,2020,10,"UNKNOWN ",7646,637.1666666666666
566,2020,9,"UNKNOWN ",7646,637.1666666666666
835,2020,8,"UNKNOWN ",7646,637.1666666666666
732,2020,7,"UNKNOWN ",7646,637.1666666666666
573,2020,6,"UNKNOWN ",7646,637.1666666666666
525,2020,5,"UNKNOWN ",7646,637.1666666666666
401,2020,4,"UNKNOWN ",7646,637.1666666666666
536,2020,3,"UNKNOWN ",7646,637.1666666666666
644,2020,2,"UNKNOWN ",7646,637.1666666666666
650,2020,1,"UNKNOWN ",7646,637.1666666666666
565,2019,12,"UNKNOWN ",7846,653.8333333333334
591,2019,11,"UNKNOWN ",7846,653.8333333333334
843,2019,10,"UNKNOWN ",7846,653.8333333333334
661,2019,9,"UNKNOWN ",7846,653.8333333333334
701,2019,8,"UNKNOWN ",7846,653.8333333333334
743,2019,7,"UNKNOWN ",7846,653.8333333333334
699,2019,6,"UNKNOWN ",7846,653.8333333333334
768,2019,5,"UNKNOWN ",7846,653.8333333333334
603,2019,4,"UNKNOWN ",7846,653.8333333333334
563,2019,3,"UNKNOWN ",7846,653.8333333333334
508,2019,2,"UNKNOWN ",7846,653.8333333333334
601,2019,1,"UNKNOWN ",7846,653.8333333333334
657,2018,12,"UNKNOWN ",7226,602.1666666666666
658,2018,11,"UNKNOWN ",7226,602.1666666666666
631,2018,10,"UNKNOWN ",7226,602.1666666666666
653,2018,9,"UNKNOWN ",7226,602.1666666666666
687,2018,8,"UNKNOWN ",7226,602.1666666666666
701,2018,7,"UNKNOWN ",7226,602.1666666666666
618,2018,6,"UNKNOWN ",7226,602.1666666666666
616,2018,5,"UNKNOWN ",7226,602.1666666666666
451,2018,4,"UNKNOWN ",7226,602.1666666666666
510,2018,3,"UNKNOWN ",7226,602.1666666666666
505,2018,2,"UNKNOWN ",7226,602.1666666666666
539,2018,1,"UNKNOWN ",7226,602.1666666666666
599,2017,12,"UNKNOWN ",7055,587.9166666666666
584,2017,11,"UNKNOWN ",7055,587.9166666666666
649,2017,10,"UNKNOWN ",7055,587.9166666666666
656,2017,9,"UNKNOWN ",7055,587.9166666666666
620,2017,8,"UNKNOWN ",7055,587.9166666666666
658,2017,7,"UNKNOWN ",7055,587.9166666666666
611,2017,6,"UNKNOWN ",7055,587.9166666666666
640,2017,5,"UNKNOWN ",7055,587.9166666666666
550,2017,4,"UNKNOWN ",7055,587.9166666666666
486,2017,3,"UNKNOWN ",7055,587.9166666666666
486,2017,2,"UNKNOWN ",7055,587.9166666666666
516,2017,1,"UNKNOWN ",7055,587.9166666666666
565,2016,12,"UNKNOWN ",7457,621.4166666666666
585,2016,11,"UNKNOWN ",7457,621.4166666666666
702,2016,10,"UNKNOWN ",7457,621.4166666666666
614,2016,9,"UNKNOWN ",7457,621.4166666666666
654,2016,8,"UNKNOWN ",7457,621.4166666666666
670,2016,7,"UNKNOWN ",7457,621.4166666666666
628,2016,6,"UNKNOWN ",7457,621.4166666666666
646,2016,5,"UNKNOWN ",7457,621.4166666666666
667,2016,4,"UNKNOWN ",7457,621.4166666666666
606,2016,3,"UNKNOWN ",7457,621.4166666666666
556,2016,2,"UNKNOWN ",7457,621.4166666666666
564,2016,1,"UNKNOWN ",7457,621.4166666666666
701,2015,12,"UNKNOWN ",7786,648.8333333333334
659,2015,11,"UNKNOWN ",7786,648.8333333333334
705,2015,10,"UNKNOWN ",7786,648.8333333333334
675,2015,9,"UNKNOWN ",7786,648.8333333333334
731,2015,8,"UNKNOWN ",7786,648.8333333333334
701,2015,7,"UNKNOWN ",7786,648.8333333333334
585,2015,6,"UNKNOWN ",7786,648.8333333333334
680,2015,5,"UNKNOWN ",7786,648.8333333333334
658,2015,4,"UNKNOWN ",7786,648.8333333333334
577,2015,3,"UNKNOWN ",7786,648.8333333333334
446,2015,2,"UNKNOWN ",7786,648.8333333333334
668,2015,1,"UNKNOWN ",7786,648.8333333333334
